State,Year,Month,Crime Description,Crime Count
Haryana,2020,1,ILLEGAL_POSSESION,8900
Haryana,2020,1,KIDNAPPING,18800
Haryana,2020,1,PUBLIC_INTOXICATION,20900
Haryana,2020,1,ROBBERY,14000
Haryana,2020,1,SEXUAL_ASSUALT,36000
Haryana,2020,1,SHOP_LIFTING,16600
Haryana,2020,1,TRAFFIC_VIOLATION,17400
Haryana,2020,1,VANDALISM,16000
Haryana,2020,1,VEHICLE_STOLEN,22700
Himachal Pradesh,2020,1,ARSON,24700
Himachal Pradesh,2020,1,ASSAULT,15400
Himachal Pradesh,2020,1,BURGLARY,10400
Himachal Pradesh,2020,1,COUNTER_FEITING,25000
Himachal Pradesh,2020,1,CYBER_CRIME,48800
Himachal Pradesh,2020,1,DOMESTIC_VIOLENCE,9800
Himachal Pradesh,2020,1,DRUG_OFFENCE,30700
Himachal Pradesh,2020,1,EXTORTION,17600
Himachal Pradesh,2020,1,FIREARM_OFFENCE,11300
Himachal Pradesh,2020,1,FRAUD,23300
Himachal Pradesh,2020,1,ILLEGAL_POSSESION,18500
Himachal Pradesh,2020,1,KIDNAPPING,38600
Himachal Pradesh,2020,1,ROBBERY,29800
Himachal Pradesh,2020,1,SEXUAL_ASSUALT,45000
Himachal Pradesh,2020,1,SHOP_LIFTING,26900
Himachal Pradesh,2020,1,TRAFFIC_VIOLATION,54400
Himachal Pradesh,2020,1,VANDALISM,33100
Himachal Pradesh,2020,1,VEHICLE_STOLEN,13300
Jammu & Kashmir,2020,1,ARSON,20700
Jammu & Kashmir,2020,1,ASSAULT,6800
Jammu & Kashmir,2020,1,COUNTER_FEITING,45800
Jammu & Kashmir,2020,1,CYBER_CRIME,11500
Jammu & Kashmir,2020,1,DOMESTIC_VIOLENCE,21400
Jammu & Kashmir,2020,1,DRUG_OFFENCE,25000
Jammu & Kashmir,2020,1,EXTORTION,30900
Jammu & Kashmir,2020,1,FRAUD,17700
Jammu & Kashmir,2020,1,HOMICIDE,10800
Jammu & Kashmir,2020,1,IDENTITY_THEFT,25200
Jammu & Kashmir,2020,1,ILLEGAL_POSSESION,34000
Jammu & Kashmir,2020,1,KIDNAPPING,32600
Jammu & Kashmir,2020,1,PUBLIC_INTOXICATION,9800
Jammu & Kashmir,2020,1,ROBBERY,17300
Jammu & Kashmir,2020,1,SEXUAL_ASSUALT,56600
Jammu & Kashmir,2020,1,TRAFFIC_VIOLATION,21100
Jammu & Kashmir,2020,1,VANDALISM,36700
Jammu & Kashmir,2020,1,VEHICLE_STOLEN,46000
Jharkhand,2020,1,ARSON,11400
Jharkhand,2020,1,ASSAULT,22100
Jharkhand,2020,1,BURGLARY,17600
Jharkhand,2020,1,COUNTER_FEITING,10200
Jharkhand,2020,1,CYBER_CRIME,27300
Jharkhand,2020,1,DOMESTIC_VIOLENCE,46800
Jharkhand,2020,1,DRUG_OFFENCE,36200
Jharkhand,2020,1,EXTORTION,10000
Jharkhand,2020,1,FIREARM_OFFENCE,33000
Jharkhand,2020,1,FRAUD,21200
Jharkhand,2020,1,HOMICIDE,35000
Jharkhand,2020,1,IDENTITY_THEFT,29500
Jharkhand,2020,1,ILLEGAL_POSSESION,8700
Jharkhand,2020,1,KIDNAPPING,33000
Jharkhand,2020,1,PUBLIC_INTOXICATION,30900
Jharkhand,2020,1,SEXUAL_ASSUALT,44300
Jharkhand,2020,1,SHOP_LIFTING,2600
Jharkhand,2020,1,TRAFFIC_VIOLATION,50400
Jharkhand,2020,1,VANDALISM,3300
Karnataka,2020,1,ARSON,33300
Karnataka,2020,1,ASSAULT,32700
Karnataka,2020,1,BURGLARY,16400
Karnataka,2020,1,COUNTER_FEITING,35500
Karnataka,2020,1,CYBER_CRIME,14900
Karnataka,2020,1,DOMESTIC_VIOLENCE,35300
Karnataka,2020,1,DRUG_OFFENCE,14300
Karnataka,2020,1,EXTORTION,2400
Karnataka,2020,1,FIREARM_OFFENCE,18600
Karnataka,2020,1,FRAUD,30100
Karnataka,2020,1,HOMICIDE,28100
Karnataka,2020,1,IDENTITY_THEFT,13400
Karnataka,2020,1,ILLEGAL_POSSESION,10100
Karnataka,2020,1,KIDNAPPING,27400
Karnataka,2020,1,PUBLIC_INTOXICATION,16100
Karnataka,2020,1,ROBBERY,37600
Karnataka,2020,1,SEXUAL_ASSUALT,15400
Karnataka,2020,1,SHOP_LIFTING,12400
Karnataka,2020,1,TRAFFIC_VIOLATION,26400
Karnataka,2020,1,VANDALISM,13600
Karnataka,2020,1,VEHICLE_STOLEN,25900
Kerala,2020,1,ARSON,8900
Kerala,2020,1,ASSAULT,17400
Kerala,2020,1,BURGLARY,21500
Kerala,2020,1,COUNTER_FEITING,14600
Kerala,2020,1,CYBER_CRIME,15500
Kerala,2020,1,DOMESTIC_VIOLENCE,23400
Kerala,2020,1,DRUG_OFFENCE,30200
Kerala,2020,1,FIREARM_OFFENCE,34100
Kerala,2020,1,HOMICIDE,33900
Kerala,2020,1,IDENTITY_THEFT,17800
Kerala,2020,1,ILLEGAL_POSSESION,50600
Kerala,2020,1,KIDNAPPING,12800
Kerala,2020,1,PUBLIC_INTOXICATION,26200
Kerala,2020,1,ROBBERY,29100
Kerala,2020,1,SEXUAL_ASSUALT,36200
Kerala,2020,1,SHOP_LIFTING,22600
Kerala,2020,1,TRAFFIC_VIOLATION,16900
Kerala,2020,1,VANDALISM,12800
Kerala,2020,1,VEHICLE_STOLEN,17400
Ladakh,2020,1,ARSON,14600
Ladakh,2020,1,ASSAULT,36800
Ladakh,2020,1,COUNTER_FEITING,19000
Ladakh,2020,1,CYBER_CRIME,27600
Ladakh,2020,1,DOMESTIC_VIOLENCE,6600
Ladakh,2020,1,DRUG_OFFENCE,24700
Ladakh,2020,1,EXTORTION,16700
Ladakh,2020,1,FIREARM_OFFENCE,20700
Ladakh,2020,1,FRAUD,53100
Ladakh,2020,1,HOMICIDE,14300
Ladakh,2020,1,IDENTITY_THEFT,9600
Ladakh,2020,1,ILLEGAL_POSSESION,2900
Ladakh,2020,1,KIDNAPPING,15300
Ladakh,2020,1,PUBLIC_INTOXICATION,42600
Ladakh,2020,1,ROBBERY,25600
Ladakh,2020,1,SEXUAL_ASSUALT,44700
Ladakh,2020,1,SHOP_LIFTING,16000
Ladakh,2020,1,TRAFFIC_VIOLATION,15000
Ladakh,2020,1,VANDALISM,42600
Ladakh,2020,1,VEHICLE_STOLEN,31700
Madhya Pradesh,2020,1,ARSON,28800
Madhya Pradesh,2020,1,ASSAULT,17500
Madhya Pradesh,2020,1,BURGLARY,8300
Madhya Pradesh,2020,1,COUNTER_FEITING,28000
Madhya Pradesh,2020,1,CYBER_CRIME,20500
Madhya Pradesh,2020,1,DOMESTIC_VIOLENCE,14000
Madhya Pradesh,2020,1,DRUG_OFFENCE,2300
Madhya Pradesh,2020,1,EXTORTION,8500
Madhya Pradesh,2020,1,FIREARM_OFFENCE,71200
Madhya Pradesh,2020,1,FRAUD,12100
Madhya Pradesh,2020,1,HOMICIDE,24200
Madhya Pradesh,2020,1,IDENTITY_THEFT,45800
Madhya Pradesh,2020,1,KIDNAPPING,38500
Madhya Pradesh,2020,1,PUBLIC_INTOXICATION,19200
Madhya Pradesh,2020,1,SEXUAL_ASSUALT,15500
Madhya Pradesh,2020,1,SHOP_LIFTING,4400
Madhya Pradesh,2020,1,TRAFFIC_VIOLATION,26800
Madhya Pradesh,2020,1,VANDALISM,22900
Madhya Pradesh,2020,1,VEHICLE_STOLEN,27100
Maharashtra,2020,1,ARSON,41900
Maharashtra,2020,1,BURGLARY,48000
Maharashtra,2020,1,COUNTER_FEITING,17200
Maharashtra,2020,1,CYBER_CRIME,37900
Maharashtra,2020,1,DOMESTIC_VIOLENCE,17200
Maharashtra,2020,1,DRUG_OFFENCE,25900
Maharashtra,2020,1,EXTORTION,21600
Maharashtra,2020,1,FIREARM_OFFENCE,12700
Maharashtra,2020,1,FRAUD,24300
Maharashtra,2020,1,HOMICIDE,22600
Maharashtra,2020,1,IDENTITY_THEFT,21100
Maharashtra,2020,1,ILLEGAL_POSSESION,31400
Maharashtra,2020,1,KIDNAPPING,7500
Maharashtra,2020,1,PUBLIC_INTOXICATION,29100
Maharashtra,2020,1,SEXUAL_ASSUALT,26900
Maharashtra,2020,1,SHOP_LIFTING,34700
Maharashtra,2020,1,TRAFFIC_VIOLATION,11300
Maharashtra,2020,1,VANDALISM,23000
Maharashtra,2020,1,VEHICLE_STOLEN,16200
Manipur,2020,1,ARSON,23100
Manipur,2020,1,ASSAULT,24900
Manipur,2020,1,BURGLARY,17800
Manipur,2020,1,COUNTER_FEITING,20700
Manipur,2020,1,CYBER_CRIME,14800
Manipur,2020,1,DOMESTIC_VIOLENCE,22900
Manipur,2020,1,EXTORTION,13200
Manipur,2020,1,FIREARM_OFFENCE,49000
Manipur,2020,1,FRAUD,18400
Manipur,2020,1,HOMICIDE,23500
Manipur,2020,1,IDENTITY_THEFT,22700
Manipur,2020,1,ILLEGAL_POSSESION,34900
Manipur,2020,1,KIDNAPPING,22800
Manipur,2020,1,PUBLIC_INTOXICATION,29400
Manipur,2020,1,ROBBERY,20200
Manipur,2020,1,SEXUAL_ASSUALT,11400
Manipur,2020,1,SHOP_LIFTING,12600
Manipur,2020,1,TRAFFIC_VIOLATION,24500
Manipur,2020,1,VANDALISM,2900
Manipur,2020,1,VEHICLE_STOLEN,26400
Meghalaya,2020,1,ARSON,18800
Meghalaya,2020,1,ASSAULT,17200
Meghalaya,2020,1,BURGLARY,19800
Meghalaya,2020,1,COUNTER_FEITING,36900
Meghalaya,2020,1,CYBER_CRIME,39600
Meghalaya,2020,1,DOMESTIC_VIOLENCE,25200
Meghalaya,2020,1,DRUG_OFFENCE,46500
Meghalaya,2020,1,EXTORTION,50600
Meghalaya,2020,1,FRAUD,12100
Meghalaya,2020,1,HOMICIDE,39100
Meghalaya,2020,1,IDENTITY_THEFT,14500
Meghalaya,2020,1,ILLEGAL_POSSESION,21600
Meghalaya,2020,1,KIDNAPPING,13500
Meghalaya,2020,1,PUBLIC_INTOXICATION,23900
Meghalaya,2020,1,ROBBERY,27900
Meghalaya,2020,1,SEXUAL_ASSUALT,18400
Meghalaya,2020,1,SHOP_LIFTING,4600
Meghalaya,2020,1,TRAFFIC_VIOLATION,23900
Meghalaya,2020,1,VANDALISM,31600
Meghalaya,2020,1,VEHICLE_STOLEN,11100
Mizoram,2020,1,ARSON,30500
Mizoram,2020,1,ASSAULT,13500
Mizoram,2020,1,BURGLARY,22900
Mizoram,2020,1,COUNTER_FEITING,26300
Mizoram,2020,1,CYBER_CRIME,12500
Mizoram,2020,1,DOMESTIC_VIOLENCE,22800
Mizoram,2020,1,DRUG_OFFENCE,12200
Mizoram,2020,1,FIREARM_OFFENCE,13500
Mizoram,2020,1,FRAUD,3800
Mizoram,2020,1,HOMICIDE,13700
Mizoram,2020,1,IDENTITY_THEFT,10700
Mizoram,2020,1,ILLEGAL_POSSESION,56100
Mizoram,2020,1,PUBLIC_INTOXICATION,54600
Mizoram,2020,1,ROBBERY,13200
Mizoram,2020,1,SEXUAL_ASSUALT,26500
Mizoram,2020,1,SHOP_LIFTING,35800
Mizoram,2020,1,TRAFFIC_VIOLATION,32600
Mizoram,2020,1,VANDALISM,52200
Mizoram,2020,1,VEHICLE_STOLEN,27400
Nagaland,2020,1,ARSON,44700
Nagaland,2020,1,ASSAULT,16700
Nagaland,2020,1,BURGLARY,30600
Nagaland,2020,1,COUNTER_FEITING,21400
Nagaland,2020,1,CYBER_CRIME,5400
Nagaland,2020,1,DOMESTIC_VIOLENCE,29700
Nagaland,2020,1,DRUG_OFFENCE,33200
Nagaland,2020,1,EXTORTION,15300
Nagaland,2020,1,HOMICIDE,29600
Nagaland,2020,1,IDENTITY_THEFT,34500
Nagaland,2020,1,ILLEGAL_POSSESION,24300
Nagaland,2020,1,KIDNAPPING,12600
Nagaland,2020,1,PUBLIC_INTOXICATION,19900
Nagaland,2020,1,ROBBERY,21300
Nagaland,2020,1,SEXUAL_ASSUALT,40800
Nagaland,2020,1,SHOP_LIFTING,15300
Nagaland,2020,1,TRAFFIC_VIOLATION,20900
Nagaland,2020,1,VANDALISM,17600
Nagaland,2020,1,VEHICLE_STOLEN,10400
Odisha,2020,1,ARSON,27900
Odisha,2020,1,ASSAULT,25200
Odisha,2020,1,BURGLARY,17300
Odisha,2020,1,COUNTER_FEITING,17700
Odisha,2020,1,CYBER_CRIME,17700
Odisha,2020,1,DOMESTIC_VIOLENCE,12000
Odisha,2020,1,DRUG_OFFENCE,21500
Odisha,2020,1,EXTORTION,12400
Odisha,2020,1,FIREARM_OFFENCE,20000
Odisha,2020,1,FRAUD,15100
Odisha,2020,1,HOMICIDE,23700
Odisha,2020,1,IDENTITY_THEFT,28800
Odisha,2020,1,ILLEGAL_POSSESION,15100
Odisha,2020,1,KIDNAPPING,17100
Odisha,2020,1,PUBLIC_INTOXICATION,11900
Odisha,2020,1,ROBBERY,12700
Odisha,2020,1,SEXUAL_ASSUALT,46200
Odisha,2020,1,SHOP_LIFTING,32700
Odisha,2020,1,TRAFFIC_VIOLATION,4000
Odisha,2020,1,VANDALISM,20100
Odisha,2020,1,VEHICLE_STOLEN,20000
Punjab,2020,1,ARSON,19500
Punjab,2020,1,ASSAULT,18100
Punjab,2020,1,BURGLARY,15400
Punjab,2020,1,COUNTER_FEITING,12100
Punjab,2020,1,CYBER_CRIME,33600
Punjab,2020,1,DOMESTIC_VIOLENCE,20000
Punjab,2020,1,DRUG_OFFENCE,11100
Punjab,2020,1,EXTORTION,6500
Punjab,2020,1,FIREARM_OFFENCE,17500
Punjab,2020,1,HOMICIDE,15800
Punjab,2020,1,IDENTITY_THEFT,27100
Punjab,2020,1,ILLEGAL_POSSESION,23100
Punjab,2020,1,KIDNAPPING,62500
Punjab,2020,1,PUBLIC_INTOXICATION,4000
Punjab,2020,1,ROBBERY,38000
Punjab,2020,1,SEXUAL_ASSUALT,26500
Punjab,2020,1,SHOP_LIFTING,23400
Punjab,2020,1,TRAFFIC_VIOLATION,42000
Punjab,2020,1,VANDALISM,6000
Punjab,2020,1,VEHICLE_STOLEN,33000
Rajasthan,2020,1,ARSON,22400
Rajasthan,2020,1,ASSAULT,33300
Rajasthan,2020,1,BURGLARY,19700
Rajasthan,2020,1,COUNTER_FEITING,13900
Rajasthan,2020,1,CYBER_CRIME,14200
Rajasthan,2020,1,DOMESTIC_VIOLENCE,13600
Rajasthan,2020,1,DRUG_OFFENCE,7500
Rajasthan,2020,1,EXTORTION,26400
Rajasthan,2020,1,FIREARM_OFFENCE,6100
Rajasthan,2020,1,FRAUD,26200
Rajasthan,2020,1,HOMICIDE,22600
Rajasthan,2020,1,IDENTITY_THEFT,33300
Rajasthan,2020,1,ILLEGAL_POSSESION,15200
Rajasthan,2020,1,KIDNAPPING,15400
Rajasthan,2020,1,PUBLIC_INTOXICATION,27000
Rajasthan,2020,1,SEXUAL_ASSUALT,38400
Rajasthan,2020,1,SHOP_LIFTING,20400
Rajasthan,2020,1,TRAFFIC_VIOLATION,60500
Rajasthan,2020,1,VANDALISM,44500
Rajasthan,2020,1,VEHICLE_STOLEN,27600
Sikkim,2020,1,ARSON,17400
Sikkim,2020,1,ASSAULT,31200
Sikkim,2020,1,BURGLARY,17500
Sikkim,2020,1,COUNTER_FEITING,29700
Sikkim,2020,1,CYBER_CRIME,13500
Sikkim,2020,1,DOMESTIC_VIOLENCE,17100
Sikkim,2020,1,DRUG_OFFENCE,6600
Sikkim,2020,1,EXTORTION,15700
Sikkim,2020,1,FIREARM_OFFENCE,34800
Sikkim,2020,1,FRAUD,34800
Sikkim,2020,1,HOMICIDE,31100
Sikkim,2020,1,IDENTITY_THEFT,23300
Sikkim,2020,1,ILLEGAL_POSSESION,14400
Sikkim,2020,1,KIDNAPPING,9300
Sikkim,2020,1,PUBLIC_INTOXICATION,22400
Sikkim,2020,1,ROBBERY,39800
Sikkim,2020,1,SEXUAL_ASSUALT,33500
Sikkim,2020,1,SHOP_LIFTING,17200
Sikkim,2020,1,TRAFFIC_VIOLATION,14400
Sikkim,2020,1,VANDALISM,16300
Sikkim,2020,1,VEHICLE_STOLEN,9400
Tamil Nadu,2020,1,ARSON,24000
Tamil Nadu,2020,1,ASSAULT,34100
Tamil Nadu,2020,1,BURGLARY,31700
Tamil Nadu,2020,1,COUNTER_FEITING,8200
Tamil Nadu,2020,1,CYBER_CRIME,32600
Tamil Nadu,2020,1,DOMESTIC_VIOLENCE,15700
Tamil Nadu,2020,1,DRUG_OFFENCE,31600
Tamil Nadu,2020,1,EXTORTION,3300
Tamil Nadu,2020,1,FIREARM_OFFENCE,14900
Tamil Nadu,2020,1,FRAUD,33800
Tamil Nadu,2020,1,HOMICIDE,36800
Tamil Nadu,2020,1,IDENTITY_THEFT,34100
Tamil Nadu,2020,1,ILLEGAL_POSSESION,36700
Tamil Nadu,2020,1,KIDNAPPING,19400
Tamil Nadu,2020,1,PUBLIC_INTOXICATION,26300
Tamil Nadu,2020,1,ROBBERY,21600
Tamil Nadu,2020,1,SEXUAL_ASSUALT,1900
Tamil Nadu,2020,1,SHOP_LIFTING,11500
Tamil Nadu,2020,1,TRAFFIC_VIOLATION,17000
Tamil Nadu,2020,1,VEHICLE_STOLEN,24800
Telangana,2020,1,ARSON,22300
Telangana,2020,1,ASSAULT,21800
Telangana,2020,1,BURGLARY,10400
Telangana,2020,1,COUNTER_FEITING,37500
Telangana,2020,1,CYBER_CRIME,13500
Telangana,2020,1,DOMESTIC_VIOLENCE,20000
Telangana,2020,1,DRUG_OFFENCE,23800
Telangana,2020,1,EXTORTION,21200
Telangana,2020,1,FIREARM_OFFENCE,25600
Telangana,2020,1,FRAUD,19500
Telangana,2020,1,HOMICIDE,31100
Telangana,2020,1,IDENTITY_THEFT,18100
Telangana,2020,1,ILLEGAL_POSSESION,24500
Telangana,2020,1,KIDNAPPING,64200
Telangana,2020,1,PUBLIC_INTOXICATION,17700
Telangana,2020,1,ROBBERY,24300
Telangana,2020,1,SEXUAL_ASSUALT,11000
Telangana,2020,1,SHOP_LIFTING,8500
Telangana,2020,1,TRAFFIC_VIOLATION,26100
Telangana,2020,1,VANDALISM,33100
Telangana,2020,1,VEHICLE_STOLEN,16800
Tripura,2020,1,ARSON,12500
Tripura,2020,1,ASSAULT,23300
Tripura,2020,1,BURGLARY,35500
Tripura,2020,1,COUNTER_FEITING,7900
Tripura,2020,1,CYBER_CRIME,19900
Tripura,2020,1,DOMESTIC_VIOLENCE,36100
Tripura,2020,1,DRUG_OFFENCE,14100
Tripura,2020,1,EXTORTION,13700
Tripura,2020,1,FIREARM_OFFENCE,22100
Tripura,2020,1,FRAUD,11000
Tripura,2020,1,HOMICIDE,19400
Tripura,2020,1,ILLEGAL_POSSESION,24600
Tripura,2020,1,KIDNAPPING,27000
Tripura,2020,1,PUBLIC_INTOXICATION,17700
Tripura,2020,1,ROBBERY,60800
Tripura,2020,1,SEXUAL_ASSUALT,11700
Tripura,2020,1,SHOP_LIFTING,30800
Tripura,2020,1,TRAFFIC_VIOLATION,38400
Tripura,2020,1,VANDALISM,30600
Tripura,2020,1,VEHICLE_STOLEN,14100
Uttar Pradesh,2020,1,ARSON,15400
Uttar Pradesh,2020,1,ASSAULT,22300
Uttar Pradesh,2020,1,BURGLARY,26300
Uttar Pradesh,2020,1,CYBER_CRIME,11000
Uttar Pradesh,2020,1,DOMESTIC_VIOLENCE,56400
Uttar Pradesh,2020,1,DRUG_OFFENCE,9600
Uttar Pradesh,2020,1,EXTORTION,24800
Uttar Pradesh,2020,1,FIREARM_OFFENCE,33700
Uttar Pradesh,2020,1,FRAUD,19500
Uttar Pradesh,2020,1,HOMICIDE,18300
Uttar Pradesh,2020,1,IDENTITY_THEFT,19900
Uttar Pradesh,2020,1,ILLEGAL_POSSESION,42800
Uttar Pradesh,2020,1,PUBLIC_INTOXICATION,25300
Uttar Pradesh,2020,1,ROBBERY,20900
